accuracy,recall,precision,f1,corrcoef,Names,Models
52,0.2564102564102564,,,,,CricketY_with_AE,SVC
53,0.5140708079367138,,,,,ElectricDevices_with_AE,CatBoostClassifier
54,0.6064139941690962,,,,,ItalyPowerDemand_without_AE,CatBoostClassifier
55,0.7666666666666667,,,,,OliveOil_with_AE,SVC
56,0.2813186813186813,,,,,FiftyWords_with_AE,CatBoostClassifier
57,0.36654366543665434,,,,,MelbournePedestrian_with_AE,SVC
58,0.7777777777777778,,,,,PowerCons_with_AE,XGBClassifier
59,0.6233766233766234,,,,,Worms_with_AE,CatBoostClassifier
60,0.2005050505050505,,,,,InsectWingbeatSound_with_AE,SVC
61,0.6266666666666667,,,,,BME_with_AE,SVC
62,0.465,,,,,TwoPatterns_with_AE,SVC
63,0.75,,,,,BirdChicken_with_AE,XGBClassifier
64,0.8153846153846154,,,,,ToeSegmentation2_with_AE,XGBClassifier
65,0.8292682926829268,,,,,ProximalPhalanxOutlineAgeGroup_with_AE,SVC
66,0.85,,,,,Meat_with_AE,SVC
67,0.6122222222222222,,,,,CBF_with_AE,KNeighborsClassifier
68,0.4033333333333333,,,,,SyntheticControl_with_AE,XGBClassifier
69,0.7457044673539519,,,,,ProximalPhalanxOutlineCorrect_without_AE,RandomForestClassifier
70,0.44611948632049137,,,,,UWaveGestureLibraryX_with_AE,SVC
71,0.2760975609756098,,,,,FacesUCR_with_AE,XGBClassifier
72,0.28974358974358977,,,,,CricketZ_with_AE,SVC
73,0.6883333333333334,,,,,SemgHandGenderCh2_with_AE,CatBoostClassifier
74,0.37548855388051366,,,,,UWaveGestureLibraryY_without_AE,RandomForestClassifier
75,0.5827338129496403,,,,,DistalPhalanxTW_with_AE,SVC
76,0.6103896103896104,,,,,MiddlePhalanxOutlineAgeGroup_with_AE,RandomForestClassifier
77,0.28996865203761757,,,,,WordSynonyms_without_AE,SVC
78,0.95,,,,,BeetleFly_with_AE,RandomForestClassifier
79,0.23136094674556212,,,,,FaceAll_with_AE,SVC
80,0.1518987341772152,,,,,Phoneme_without_AE,RandomForestClassifier
81,0.8480701754385965,,,,,FreezerRegularTrain_with_AE,XGBClassifier
82,0.6053333333333333,,,,,Yoga_with_AE,SVC
83,0.48,,,,,Fish_with_AE,CatBoostClassifier
84,0.8495555555555555,,,,,ECG5000_with_AE,SVC
85,0.8507936507936508,,,,,GunPointOldVersusYoung_without_AE,RandomForestClassifier
86,0.728,,,,,Computers_without_AE,XGBClassifier
87,0.56796875,,,,,ChlorineConcentration_with_AE,SVC
88,0.34134615384615385,,,,,PigArtPressure_without_AE,CatBoostClassifier
89,0.3983333333333333,,,,,ShapesAll_without_AE,RandomForestClassifier
90,0.5808,,,,,SwedishLeaf_without_AE,XGBClassifier
91,1.0,,,,,Trace_without_AE,XGBClassifier
92,0.5733333333333334,,,,,ScreenType_without_AE,XGBClassifier
93,0.6212121212121212,,,,,FordA_without_AE,CatBoostClassifier
94,0.5714285714285714,,,,,ArrowHead_with_AE,RandomForestClassifier
95,0.5584415584415584,,,,,MiddlePhalanxTW_without_AE,SVC
96,0.76,,,,,SmallKitchenAppliances_with_AE,RandomForestClassifier
97,0.7010309278350515,,,,,MixedShapesSmallTrain_without_AE,RandomForestClassifier
98,0.4931506849315068,,,,,Lightning7_without_AE,XGBClassifier
99,0.9683544303797469,,,,,GunPointMaleVersusFemale_without_AE,XGBClassifier
100,0.36666666666666664,,,,,Beef_with_AE,SVC
101,0.697841726618705,,,,,DistalPhalanxOutlineAgeGroup_with_AE,KNeighborsClassifier
102,0.6748251748251748,,,,,PhalangesOutlinesCorrect_without_AE,RandomForestClassifier
103,0.54,,,,,ACSF1_without_AE,CatBoostClassifier
104,0.7377049180327869,,,,,Lightning2_with_AE,XGBClassifier
105,0.11057692307692307,,,,,PigCVP_without_AE,CatBoostClassifier
106,0.5394736842105263,,,,,MedicalImages_without_AE,CatBoostClassifier
107,0.7430555555555556,,,,,UMD_without_AE,XGBClassifier
108,0.15384615384615385,,,,,PigAirwayPressure_without_AE,CatBoostClassifier
109,0.7959798994974875,,,,,Symbols_without_AE,RandomForestClassifier
110,0.35294117647058826,,,,,Adiac_without_AE,RandomForestClassifier
111,0.48,,,,,Rock_without_AE,RandomForestClassifier
112,1.0,,,,,Coffee_without_AE,SVC
113,0.6701030927835051,,,,,MiddlePhalanxOutlineCorrect_without_AE,CatBoostClassifier
114,0.9145569620253164,,,,,GunPointAgeSpan_without_AE,RandomForestClassifier
115,0.7259001161440186,,,,,ECGFiveDays_with_AE,SVC
116,0.5670926517571885,,,,,MoteStrain_with_AE,SVC
117,0.8880701754385965,,,,,FreezerSmallTrain_without_AE,KNeighborsClassifier
118,0.6452926208651399,,,,,NonInvasiveFetalECGThorax2_without_AE,CatBoostClassifier
119,0.7145855194123819,,,,,SonyAIBORobotSurface2_with_AE,SVC
120,0.8513513513513513,,,,,Strawberry_without_AE,XGBClassifier
121,0.3674033149171271,,,,,EOGVerticalSignal_without_AE,RandomForestClassifier
122,0.7482014388489209,,,,,Earthquakes_without_AE,SVC
123,0.6296296296296297,,,,,Wine_with_AE,XGBClassifier
124,0.5166666666666667,,,,,Car_without_AE,CatBoostClassifier
125,0.8533333333333334,,,,,GunPoint_with_AE,KNeighborsClassifier
126,0.7791164658634538,,,,,InsectEPGRegularTrain_with_AE,CatBoostClassifier
127,0.27692307692307694,,,,,CricketX_without_AE,CatBoostClassifier
128,0.7763157894736842,,,,,ToeSegmentation1_without_AE,RandomForestClassifier
129,1.0,,,,,Wafer_without_AE,SVC
130,0.677536231884058,,,,,DistalPhalanxOutlineCorrect_without_AE,RandomForestClassifier
131,0.5523809523809524,,,,,Ham_without_AE,SVC
132,0.7024390243902439,,,,,ProximalPhalanxTW_without_AE,KNeighborsClassifier
133,0.49586776859504134,,,,,OSULeaf_without_AE,XGBClassifier
134,0.29,,,,,EthanolLevel_without_AE,SVC
135,0.4318181818181818,,,,,FaceFour_without_AE,CatBoostClassifier
136,0.7428571428571429,,,,,Plane_without_AE,CatBoostClassifier
137,0.640625,,,,,Herring_with_AE,XGBClassifier
138,0.35064935064935066,,,,,Haptics_without_AE,RandomForestClassifier
139,0.5618320610687023,,,,,NonInvasiveFetalECGThorax1_without_AE,CatBoostClassifier
140,0.3269642857142857,,,,,Crop_without_AE,RandomForestClassifier
141,0.6895424836601307,,,,,DiatomSizeReduction_without_AE,CatBoostClassifier
142,0.72,,,,,ECG200_without_AE,SVC
143,0.7443298969072165,,,,,MixedShapesRegularTrain_without_AE,CatBoostClassifier
144,0.55,,,,,ShapeletSim_without_AE,SVC
145,0.8487394957983193,,,,,HouseTwenty_without_AE,XGBClassifier
146,0.7717391304347826,,,,,CinCECGTorso_without_AE,CatBoostClassifier
147,0.7590361445783133,,,,,InsectEPGSmallTrain_without_AE,CatBoostClassifier
148,0.5723793677204659,,,,,SonyAIBORobotSurface1_with_AE,XGBClassifier
149,0.702771855010661,,,,,Mallat_without_AE,RandomForestClassifier
150,0.7142857142857143,,,,,WormsTwoClass_without_AE,XGBClassifier
